GenArtNo;genart_en;standardised_article_description;assembly_groups;purpose_of_use;Delete
3028;Spacer Bush, spring bracket;Spacer Bush;Suspension/Damping;Leaf Spring Hanger;0
3029;Spacer Bushing, spring U-bolt;Spacer Bush;Suspension/Damping;Spring U-bolt;0
3030;Spacer Bushing, spring clip;Spacer Bush;Suspension/Damping;Spring Clip;0
3031;Spacer Bush, spring shackle;Spacer Bush;Suspension/Damping;Spring Shackle;0
3032;Spacer Tube, parabolic spring rubber mount;Spacer Bush;Suspension/Damping;Parabolic Spring Rubber Bush;0
3033;Spacer Bush, swivel lever spring bracket;Spacer Bush;Suspension/Damping;Leaf Spring Hanger Swivel Lever;0
3034;Spacer Tube, shock absorber;Spacer Bush;Suspension/Damping;Shock Absorber;0
3035;Spacer Tube, shock absorber bracket;Spacer Bush;Suspension/Damping;Shock Absorber Holder;0
3036;Spacer, leaf spring hanger;Spacer;Suspension/Damping;Leaf Spring Hanger;0
3037;Spacer, spring link;Spacer;Suspension/Damping;Spring Link;0
3038;Cable, axle support;Cable;Suspension/Damping;Axle Support Cable;0
3039;Bolt, axle support cable mounting;Bolt;Suspension/Damping;Axle Support Cable Mounting Bracket;0
3040;Bush, spring eye;Bush;Suspension/Damping;Spring Eye;0
3041;Bushing, leaf spring hanger;Bush;Suspension/Damping;Leaf Spring Hanger;0
3042;Bush, guide spring;Bush;Suspension/Damping;Guide Spring;0
3043;Bush, shock absorber;Bush;Suspension/Damping;Shock Absorber;0
3044;Seal Ring, spring link;Seal Ring;Suspension/Damping;Spring Link;0
3045;Pressure Disc, leaf spring hanger;Pressure Disc;Suspension/Damping;Leaf Spring Hanger;0
3046;Wedge Unit, drum brake;Wedge Unit;Braking System;Drum Brake;0
3047;Conical Pulley, adjuster;Conical Pulley;Braking System;Adjuster;0
3048;Repair Kit, spring pin shackle;Repair Kit;Suspension/Damping;Control Arm Shackle, trailing axle;0
3049;Seal Ring, brake cylinder (brake shoe support);Seal Ring;Braking System;Brake Cylinder (brake shoe carrier);0
3050;Seal, axle cap;Gasket/Seal;Wheel Suspension;Axle Cap;0
3051;Bellows, air suspension (axle lift);Bellow;Compressed-air System;Air Suspension (axle lift);0
3052;Ball Socket, tie rod (air spring valve);Ball Socket;Compressed-air System;Push Rod (air spring valve);0
3053;Repair Kit, plug connector (compressed-air system);Repair Kit;Compressed-air System;Connectors (compressed air system);0
3054;Seal, spring link;Gasket/Seal;Suspension/Damping;Spring Link Cover;0
3055;Suspension Pin, suspended fork;Spring Shackle;Suspension/Damping;Shackle Spring;0
3056;Spring Mounting, axle beam;Bearing;Suspension/Damping;Spring to axle beam;0
3057;Spring Mounting, triangular control arm;Bearing;Suspension/Damping;Spring at triangular control arm;0
3058;Spring Mounting, frame;Bearing;Suspension/Damping;Frame Spring;0
3059;Bush, spring eye;Bearing;Suspension/Damping;Spring Eye;0
3060;Bush, parabolic spring;Bearing;Suspension/Damping;Parabolic Spring;0
3061;Bearing, control arm;Bearing;Suspension/Damping;Control Arm;0
3062;Buffer, spring eye;Buffer;Suspension/Damping;Spring Eye;0
3063;Buffer, spring leaf;Buffer;Suspension/Damping;Spring Leaf;0
3064;Buffer, spring plate;Buffer;Suspension/Damping;Spring Plate;0
3065;Buffer, control arm;Buffer;Suspension/Damping;Control Arm;0
3066;Automatic Transmission;Transmission;Automatic Transmission;NULL;0
3067;Valve Unit, hydraulic power unit (automatic transmission);Valve;Automatic Transmission;Hydraulic power unit (automatic transmission);0
3068;Torque Converter;Torque Converter;Automatic Transmission;NULL;0
3069;Automatic Transmission Fluid;Oil;Automatic Transmission;Automatic Transmission;0
3070;Friction Plate Set, multi-plate clutch (automatic transm.);Friction Multi-Plate Set;Automatic Transmission;Multi-Plate Clutch (automatic transmission);0
3071;Steel Lining Disc Set, automatic transmission;Steel Lining Disc Set;Automatic Transmission;NULL;0
3072;Mechatronics, automatic transmission;Mechatronics;Automatic Transmission;NULL;0
3073;Support Plate, tappet;Support Plate;Engine Timing;Tappet;0
3074;Mounting Tool, ball joint;Mounting Tools;Tool, universal;Ball Joint;0
3075;Mounting Tool, bellow;Mounting Tools;Tool, universal;Universal-axle-/Steering Bellow;0
3077;Sensor, battery temperature;Sensor;Starter System;Battery Temperature;0
3078;Sensor, battery temperature;Sensor;Electric Universal Parts;Battery Temperature;0
3079;Starter Generator;Starter Generator;Starter Generator;NULL;0
3080;Repair Kit, steering gear;Repair Kit;Steering;Steering Gear;0
3081;Accessory Kit, steering gear;Accessory Kit;Steering;Steering Gear;0
3082;Aerial;Aerial;Communication/ Information Systems, universal;Car Radio;0
3083;Aerial Head;Aerial Head;Communication/ Information Systems, universal;NULL;0
3084;Aerial Telescope;Aerial Telescope;Communication/ Information Systems, universal;NULL;0
3085;Aerial Cable;Electric Cable;Communication/ Information Systems, universal;Aerial;0
3086;Aerial Booster;Booster;Communication/ Information Systems, universal;Aerial;0
3087;Navigation System;Navigation System;Communication/ Information Systems, universal;NULL;0
3088;Software, navigation system;Software;Communication/ Information Systems, universal;Navigation System;0
3089;CD-ROM Road Map;Software;Communication/ Information Systems, universal;CD-ROM Road Map;0
3090;Audio Amplifier;Booster;Communication/ Information Systems, universal;Audio Amplifier;0
3091;Loudspeaker System;Loudspeaker System;Communication/ Information Systems, universal;NULL;0
3092;Radio/Cassette;Car Radio;Communication/ Information Systems, universal;Radio/Cassette Deck;0
3093;Minidisc Radio;Car Radio;Communication/ Information Systems, universal;Radio/Minidisc;0
3094;Radio/CD Changer Combination;Radio/CD-Changer Combination;Communication/ Information Systems, universal;NULL;0
3095;Minidisc Radio/CD Changer Combination;Radio/CD-Changer Combination;Communication/ Information Systems, universal;Radio/Minidisc;0
3096;Water Pump & Timing Belt Kit;Water Pump-/Timing Belt Kit;Cooling System;NULL;0
3097;Sensor, longitudinal-/lateral acceleration;Sensor;Drive Dynamics Control;Longitudinal-/Transverse Acceleration;0
3101;Auxiliary Direction Indicator;Light;Signal System, universal;Auxiliary Direction Indicator;0
3102;Water Separator, fuel system;Trap;Fuel Supply System;Water;0
3103;Steering;Graphic;Steering;NULL;1
3104;Wheel Suspension;Graphic;Wheel Suspension;NULL;1
3105;Oil Sump, automatic transmission;Oil Sump;Automatic Transmission;Automatic Transmission;0
3106;Gasket, oil sump (automatic transmission);Gasket/Seal;Automatic Transmission;Oil Sump, automatic transmission;0
3108;Gasket, washer fluid pump/washer fluid reservoir;Gasket/Seal;Window Cleaning;Washer Fluid Pump/Washer Fluid Reservoir;0
3109;Gasket, door entry light;Gasket/Seal;Lights;Door Entry Light;0
3110;Gasket, tail light;Gasket/Seal;Lights;Tail Light;0
3111;Gasket, rear fog light;Gasket/Seal;Lights;Rear Fog Light;0
3112;Gasket, reverse light;Gasket/Seal;Lights;Reverse Light;0
3113;Gasket, licence plate light;Gasket/Seal;Lights;Licence Plate Light;0
3114;Gasket, tail light assembly;Gasket/Seal;Lights;Tail Light Assembly;0
3115;Gasket, interior light;Gasket/Seal;Lights;Interior Light;0
3116;Gasket, side marker light;Gasket/Seal;Lights;Side Marker Light;0
3117;Gasket, boot light;Gasket/Seal;Lights;Boot Light;0
3118;Gasket, door open warning light;Gasket/Seal;Lights;Door Open Warning Light;0
3119;Gasket, engine bay light;Gasket/Seal;Lights;Light, engine bay;0
3120;Gasket, park light;Gasket/Seal;Lights;Park Light;0
3121;Gasket, daytime running light;Gasket/Seal;Lights;Daytime Running Light;0
3122;Gasket, clearance light;Gasket/Seal;Lights;Clearance Light;0
3123;Bearing Kit, manual transmission;Bearing Kit;Manual Transmission;Manual Transmission;0
3124;Gasket, licence plate light;Gasket/Seal;Lights, universal;Licence Plate Light;0
3125;Gasket, tail light assembly;Gasket/Seal;Lights, universal;Tail Light Assembly;0
3126;Gasket, reverse light;Gasket/Seal;Lights, universal;Reverse Light;0
3127;Gasket, door open warning light;Gasket/Seal;Lights, universal;Door Open Warning Light;0
3128;Gasket, clearance light;Gasket/Seal;Lights, universal;Clearance Light;0
3129;Gasket, tail light;Gasket/Seal;Lights, universal;Tail Light;0
3130;Gasket, daytime running light;Gasket/Seal;Lights, universal;Daytime Running Light;0
3131;Gasket, end outline marker light;Gasket/Seal;Lights, universal;End Outline Marker Light;0
3132;Gasket, interior light;Gasket/Seal;Lights, universal;Interior Light;0
3133;Gasket, rear fog light;Gasket/Seal;Lights, universal;Rear Fog Light;0
3134;Gasket, park light;Gasket/Seal;Lights, universal;Park Light;0
3135;Gasket, rotating beacon;Gasket/Seal;Signal System;Rotating Beacon;0
3136;Gasket, auxiliary stop light;Gasket/Seal;Signal System;Auxiliary Stop Light;0
3137;Gasket, stop light;Gasket/Seal;Signal System;Stop Light;0
3139;Gasket, auxiliary stop light;Gasket/Seal;Signal System, universal;Auxiliary Stop Light;0
3140;Gasket, direction indicator;Gasket/Seal;Signal System, universal;Direction Indicator;0
3141;Gasket, auxiliary direction indicator;Gasket/Seal;Signal System, universal;Auxiliary Direction Indicator;0
3142;Gasket, stop light;Gasket/Seal;Signal System, universal;Stop Light;0
3143;Gasket, rotating beacon;Gasket/Seal;Signal System, universal;Rotating Beacon;0
3144;Gasket, strobe-type beacon;Gasket/Seal;Signal System, universal;Strobe-type Beacon;0
3145;Equalising reservoir, hydraulic oil (power steering);Tank;Steering;Hydraulic oil (power steering);0
3146;Shuttle Valve, brake pressure;Valve;Braking System;Brake Pressure;0
3147;Shuttle Valve, clutch control;Valve;Clutch;Clutch Control;0
3148;Polisher;Polisher;Workshop Devices;NULL;0
3149;Tumble Blaster;Sandblaster;Workshop Devices;Blast Jet;0
3150;Sandblast Cabinet;Sandblaster;Workshop Devices;Sandblast Cabinet;0
3151;Oil/Grease Separator;Trap;Workshop Devices;Oil/Grease;0
3153;Mounting Kit, exhaust manifold;Assembly Kit;Exhaust System;Exhaust Manifold;0
3154;Wide-angle Lens;Lens;Accessories, universal;Wide-angle;0
3155;Mirror Head, caravan mirror;Mirror Head;Accessories, universal;Caravan Mirror;0
3156;Tension Strap, caravan mirror;Tightening Strap;Accessories, universal;Caravan Mirror;0
3157;Tension Hook, caravan mirror;Hook;Accessories, universal;Caravan Mirror;0
3158;Suction Cup, caravan mirror mount;Suction Disc;Accessories, universal;Caravan Mirror Mount;0
3159;Clamping Piece, caravan mirror;Clamping Piece;Accessories, universal;Caravan Mirror;0
3160;Mounting Bracket, caravan mirror;Mounting Bracket;Accessories, universal;Caravan Mirror;0
3161;Protection Film;Foil;Accessories, universal;Protection Film;0
3162;Child-/Safety Head Rest;Support;Accessories, universal;Child-/Safety Head Rest;0
3163;Rear Rack, universal;Rack;Carrier Unit, Universal;Rear Rack;0
3164;Crimp Connector;Connector;Electric Universal Parts;Crimp Connection;0
3165;Soldered Connector;Connector;Electric Universal Parts;Soldered Connection;0
3166;Squeeze Connector;Connector;Electric Universal Parts;Squeeze Connection;0
3167;Plug Housing;Connector;Electric Universal Parts;Plug Housing;0
3168;Bush, pitman arm;Bush;Steering;Pitman Arm;0
3169;Stone Chip Protection, control arm;Stone Chip Protection;Wheel Suspension;Control/Trailing Arm;0
3170;Shape Plate, spring eye;Shield;Suspension/Damping;Form Plate at Spring Eye;0
3171;Shape Plate, leaf spring hanger;Shield;Suspension/Damping;Leaf Spring Hanger Shape Plate;0
3172;Buffer, rolling piston (air suspension bellows);Buffer;Suspension/Damping;Roll-off piston (air suspension bellows);0
3173;Taper Screw, spring bolt;Screw;Suspension/Damping;Spring Bolt Lock;0
3174;Direction Indicator Set;Light Set;Signal System;Direction Indicator;0
3175;Headlight Set;Headlight Set;Lights;Headlight;0
3176;Tail Light Assembly Set;Light Set;Lights;Tail Light Assembly;0
3177;Bearing Bush, spring hanger (spring block);Bush;Suspension/Damping;Spring Hanger (spring block);0
3178;Shackle, leaf spring hanger;Shackle;Suspension/Damping;Leaf Spring Hanger;0
3179;Shackle, swinging fork;Shackle;Suspension/Damping;Shackle Spring;0
3180;Bolt, release fork;Bolt;Clutch;Release Fork;0
3181;Screw, pressure plate;Screw;Clutch;Clutch Pressure Plate;0
3182;Spacer Ring, torsion bar;Spacer Ring;Wheel Suspension;Torsion Bar;0
3183;Spacer Tube, torsion bar;Spacer Bush;Wheel Suspension;Torsion Bar;0
3184;Spacer, torsion bar;Spacer;Wheel Suspension;Torsion Bar;0
3185;Spacer, connector rod;Spacer;Wheel Suspension;Connector Rod;0
3186;Seal Ring, torsion bar;Seal Ring;Wheel Suspension;Torsion Bar;0
3187;Joint Bearing, torsion bar;Joint Bearing;Wheel Suspension;Torsion Bar;0
3188;Joint Bearing, connector rod;Joint Bearing;Wheel Suspension;Connector Rod;0
3189;Bush, connecting rod;Bush;Wheel Suspension;Connector Rod;0
3190;Stop- /Mounting Buffer;Buffer;Standard Parts;Stop- /Mounting Buffer;0
3191;Flexible Pipe, exhaust system;Tube;Exhaust System, universal;Flexible Pipe;0
3192;Adapter, brake line;Adaptor;Braking System;Brake Line;0
3193;Bulb, direction indicator/end outline marker light;Bulb;Lights;Direction Indicator/End Outline Marker Light;0
3194;Welding Release Agent;Welding Release Agent;Chemical Products;NULL;0
3195;Defroster;Defroster;Chemical Products;NULL;0
3196;Starter Spray;Starter Spray;Chemical Products;NULL;0
3197;Electric Protective Agent;Insulation Agent;Chemical Products;Electric Protector;0
3200;Plug Distributor;Connector;Electric Universal Parts;Plug Distributor;0
3201;Chain Spray;Lubricant;Chemical Products;Chain Spray;0
3202;Ball Joint, axle strut;Joint;Wheel Suspension;Axle Strut;0
3203;Repair Kit, central joint (triangular control arm);Repair Kit;Wheel Suspension;Central Joint (triangular control arm);0
3204;Central Joint, triangular control arm;Joint;Wheel Suspension;Triangular Control Arm Central Joint;0
3206;Wear Plate, leaf spring;Wear Plate;Suspension/Damping;Leaf Spring;0
3207;Ring, flywheel;Ring;Crankshaft Drive;Flywheel;0
3208;Valve Spring Set;Spring Kit;Engine Timing;Valve;0
3209;Taxi Toplight;Light;Lights;Taxi Toplight;0
3210;Taxi Toplight;Light;Lights, universal;Taxi Toplight;0
3211;Bulb, warning light;Bulb;Security Systems, universal;Warning Light;0
3212;Bulb, switch;Bulb;Electric Universal Parts;Switch;0
3213;Belt Pulley, crankshaft;Belt Pulley;Belt Drive;Crankshaft;0
3214;Centring Ring, spring U-bolt;Centring Ring;Suspension/Damping;Spring U-bolt;0
3215;Mount, leaf spring hanger;Bearing;Suspension/Damping;Leaf Spring Hanger;0
3216;Repair Kit, driver cab stabiliser;Repair Kit;Driver Cab;Driver Cab Stabiliser;0
3217;Bolt, ring gear carrier (flywheel);Screw;Crankshaft Drive;Ring Gear Carrier (flywheel);0
3219;Coolant Flange;Flange;Cooling System;Coolant Circulation;0
3220;Handle, bonnet release;Handle;Lock System;Bonnet Release;0
3221;Release Tools;Release Tool;Tool, universal;NULL;0
3222;Crimping Pliers;Pliers;Tool, universal;Crimp Connection;0
3223;Crimping Pliers Insert Set;Insert Set;Tool, universal;Crimping Pliers;0
3224;Engine Oil;Oil;Lubrication;Engine;0
3225;Manual Transmission Oil;Oil;Manual Transmission;Manual Transmission;0
3226;Axle Gear Oil;Oil;Axle Drive;Axle Gear;0
3227;Tensioner Bolt, alternator mounting;Screw;Alternator;Alternator Mounting;0
3228;Control arm reinforcement brace;Strut;Wheel Suspension;Control Arm Reinforcement Brace;0
3229;Link/Coupling Rod, stabiliser bar;Rod/Strut;Wheel Suspension;Stabiliser;0
3230;Rod/Strut, wheel suspension;Rod/Strut;Wheel Suspension;NULL;0
3231;Piston Ring;Piston Ring;Crankshaft Drive;Piston;0
3232;Daytime Running Light Set;Light Set;Lights;Daytime Running Light;0
3233;Daytime Running Light Set;Light Set;Lights, universal;Daytime Running Light;0
3234;Auxiliary Direction Indicator Set;Light Set;Signal System, universal;Auxiliary Direction Indicator;0
3235;Direction Indicator Set;Light Set;Signal System, universal;Direction Indicator;0
3236;Track Rod Set;Rod Set;Steering;Tie Rod;0
3238;Holder, control arm mounting;Holder;Wheel Suspension;Control Arm Mounting;0
3239;Fastening Bolt, axle cross member;Bolt;Wheel Suspension;Axle Cross Member;0
3240;Fastening Bolt, control arm;Bolt;Wheel Suspension;Control Arm;0
3241;Repair Kit, ramp mirror;Repair Kit;Driver Cab;Ramp Mirror;0
3242;Repair Kit, driver cab suspension;Repair Kit;Driver Cab;Driver Cab Suspension;0
3243;Bush, driver cab suspension;Bush;Driver Cab;Driver Cab Suspension;0
3244;Slave Cylinder, engine brake;Cylinder;Compressed-air System;Engine Brake;0
3246;Breather Screw/Valve, radiator;Screw;Cooling System;Radiator Breather;0
3247;Fan, transmission cooling;Fan;Cooling System;Transmission Cooling;0
3248;Gasket, coolant flange;Gasket/Seal;Cooling System;Coolant Flange;0
3249;Retrofit Kit, soot/particulate filter;Retrofit Kit;Exhaust System;Soot;0
3250;Mounting Kit, soot/particulate filter;Assembly Kit;Exhaust System;Soot;0
3251;Door Check;Door Check;Body;NULL;0
3252;Steering Angle Sensor;Sensor;Steering;Steering Angle Position;0
3254;Mirror Glass, wide angle mirror;Mirror Glass;Driver Cab;Wide-Angle Mirror;0
3255;Mirror Glass, ramp mirror;Mirror Glass;Driver Cab;Ramp Mirror;0
3256;Cover, wide angle mirror;Covering;Driver Cab;Wide-Angle Mirror;0
3257;Cover, exterior mirror;Covering;Driver Cab;Exterior Mirror;0
3258;Frame, wide-angle mirror;Frame;Driver Cab;Wide-Angle Mirror;0
3259;Frame, ramp mirror;Frame;Driver Cab;Ramp Mirror;0
3260;Frame, exterior mirror;Frame;Driver Cab;Exterior Mirror;0
3261;Heating Foil, wide angle mirror;Foil;Driver Cab;Wide-Angle Mirror;0
